WigleWifi-1.4,appRelease=2.25,model=LG-H990,release=7.0,device=elsa,display=NRD90M,board=msm8996,brand=lge,,,
88:d2:74:86:b4:46,bayanDSLWIFI_B446,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],10/28/2017 13:11,8,-78,14.66016915,121.0675515,155,18.20399857,WIFI
74:cc:39:ba:dd:78,PLDTHOMEFIBRadd78,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,6,-87,14.66016915,121.0675515,155,18.20399857,WIFI
6c:3b:6b:ca:a0:d5,bnetsMesh,[WPA2-PSK-CCMP][WPS][ESS],1/1/1970 8:00,52,-65,14.65989891,121.0709946,0,62.01480484,WIFI
74:cc:39:ba:dc:c0,PLDTHOMEFIBRadcc0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,9,-72,14.65989891,121.0709946,0,62.01480484,WIFI
9c:6f:52:35:16:32,YoMommaSoFat,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],1/1/1970 8:00,2,-80,14.65989891,121.0709946,0,62.01480484,WIFI
1c:8e:5c:3f:c0:f8,B593_FC0F8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,1,-86,14.65989891,121.0709946,0,62.01480484,WIFI
bc:c0:0f:c8:6c:5c,g6fiber5,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],1/1/1970 8:00,36,-74,14.65989891,121.0709946,0,62.01480484,WIFI
6c:3b:6b:ca:a5:97,bnetsMesh,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],1/1/1970 8:00,52,-86,14.65989891,121.0709946,0,62.01480484,WIFI
00:1f:fb:c6:6a:a1,Home Network Test,[WPA2-PSK-CCMP][WPS][ESS],1/1/1970 8:00,11,-83,14.65989891,121.0709946,0,62.01480484,WIFI
74:cc:39:bb:02:c8,TRINIDAD.TRINIDAD,[WPA2-PSK-CCMP][WPS][ESS],1/1/1970 8:00,9,-67,14.65989891,121.0709946,0,62.01480484,WIFI
bc:c0:0f:c8:6c:58,g6fiber,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],1/1/1970 8:00,1,-71,14.65989891,121.0709946,0,62.01480484,WIFI
00:13:33:e6:06:3f,PLDTHOMEDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,11,-77,14.65989891,121.0709946,0,62.01480484,WIFI
b4:75:0e:cc:84:ce,Guevara,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],1/1/1970 8:00,1,-83,14.65989891,121.0709946,0,62.01480484,WIFI
bc:c0:0f:c8:e0:70,PLDTHOMEFIBR8e070,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],1/1/1970 8:00,5,-84,14.65989891,121.0709946,0,62.01480484,WIFI
cc:06:77:23:0c:68,MANONGTIPID22,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],1/1/1970 8:00,11,-88,14.65989891,121.0709946,0,62.01480484,WIFI
74:cc:39:ca:a1:00,Kylee's Fibr Wifi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,6,-87,14.65989891,121.0709946,0,62.01480484,WIFI
bc:c0:0f:bf:4e:e8,PLDTHOMEFIBRf4ee8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,8,-85,14.65989891,121.0709946,0,62.01480484,WIFI
08:10:73:60:f2:a8,DeVera_RTR,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,5,-77,14.65989891,121.0709946,0,62.01480484,WIFI
cc:06:77:62:de:8c,PLDTHOMEFIBR5G2de88,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],1/1/1970 8:00,36,-90,14.65989891,121.0709946,0,62.01480484,WIFI
cc:06:77:62:de:88,PLDTHOMEFIBR2de88,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],1/1/1970 8:00,6,-88,14.65989891,121.0709946,0,62.01480484,WIFI
00:26:75:b7:c0:a9,amber_wifi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],1/1/1970 8:00,2,-84,14.65989891,121.0709946,0,62.01480484,WIFI
a4:7e:39:ad:ec:e4,sherlock,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,10,-85,14.65989891,121.0709946,0,62.01480484,WIFI
bc:98:89:9d:4b:70,PLDTHOMEFIBR_DEVERA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],1/1/1970 8:00,12,-89,14.65989891,121.0709946,0,62.01480484,WIFI
88:d2:74:86:b7:75,bayanDSLWIFI_B775,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],1/1/1970 8:00,1,-84,14.65989891,121.0709946,0,62.01480484,WIFI
e0:8e:3c:22:2a:0b,bayanDSLWIFI_2A0B,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,11,-88,14.65989891,121.0709946,0,62.01480484,WIFI
bc:c0:0f:bf:4e:ec,PLDTHOMEFIBR5Gf4ee8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,149,-87,14.65989891,121.0709946,0,62.01480484,WIFI
c0:4a:00:4a:46:44,Fonseca_WIFI,[WPA2-PSK-CCMP][WPS][ESS],1/1/1970 8:00,1,-86,14.65989891,121.0709946,0,62.01480484,WIFI
6c:3b:6b:ca:a0:d5,bnetsMesh,[WPA2-PSK-CCMP][WPS][ESS],1/1/1970 8:00,52,-68,14.65995296,121.0703059,0,62.01480484,WIFI
74:cc:39:ba:dc:c0,PLDTHOMEFIBRadcc0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,9,-75,14.65995296,121.0703059,0,62.01480484,WIFI
1c:8e:5c:3f:c0:f8,B593_FC0F8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,1,-86,14.65995296,121.0703059,0,62.01480484,WIFI
bc:c0:0f:c8:6c:5c,g6fiber5,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],1/1/1970 8:00,36,-74,14.65995296,121.0703059,0,62.01480484,WIFI
6c:3b:6b:ca:a5:97,bnetsMesh,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],1/1/1970 8:00,52,-81,14.65995296,121.0703059,0,62.01480484,WIFI
00:1f:fb:c6:6a:a1,Home Network Test,[WPA2-PSK-CCMP][WPS][ESS],1/1/1970 8:00,11,-82,14.65995296,121.0703059,0,62.01480484,WIFI
74:cc:39:bb:02:c8,TRINIDAD.TRINIDAD,[WPA2-PSK-CCMP][WPS][ESS],1/1/1970 8:00,9,-74,14.65995296,121.0703059,0,62.01480484,WIFI
bc:c0:0f:c8:6c:58,g6fiber,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],1/1/1970 8:00,1,-68,14.65995296,121.0703059,0,62.01480484,WIFI
00:13:33:e6:06:3f,PLDTHOMEDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,11,-74,14.65995296,121.0703059,0,62.01480484,WIFI
b4:75:0e:cc:84:ce,Guevara,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],1/1/1970 8:00,1,-83,14.65995296,121.0703059,0,62.01480484,WIFI
74:cc:39:ca:a1:00,Kylee's Fibr Wifi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,6,-87,14.65995296,121.0703059,0,62.01480484,WIFI
bc:c0:0f:bf:4e:e8,PLDTHOMEFIBRf4ee8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,8,-77,14.65995296,121.0703059,0,62.01480484,WIFI
08:10:73:60:f2:a8,DeVera_RTR,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,5,-87,14.65995296,121.0703059,0,62.01480484,WIFI
cc:06:77:62:de:8c,PLDTHOMEFIBR5G2de88,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],1/1/1970 8:00,36,-82,14.65995296,121.0703059,0,62.01480484,WIFI
cc:06:77:62:de:88,PLDTHOMEFIBR2de88,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],1/1/1970 8:00,6,-88,14.65995296,121.0703059,0,62.01480484,WIFI
00:26:75:b7:c0:a9,amber_wifi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],1/1/1970 8:00,2,-84,14.65995296,121.0703059,0,62.01480484,WIFI
a4:7e:39:ad:ec:e4,sherlock,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,10,-92,14.65995296,121.0703059,0,62.01480484,WIFI
bc:98:89:9d:4b:70,PLDTHOMEFIBR_DEVERA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],1/1/1970 8:00,12,-85,14.65995296,121.0703059,0,62.01480484,WIFI
88:d2:74:86:b7:75,bayanDSLWIFI_B775,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],1/1/1970 8:00,1,-84,14.65995296,121.0703059,0,62.01480484,WIFI
e0:8e:3c:22:2a:0b,bayanDSLWIFI_2A0B,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,11,-88,14.65995296,121.0703059,0,62.01480484,WIFI
bc:c0:0f:bf:4e:ec,PLDTHOMEFIBR5Gf4ee8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,149,-87,14.65995296,121.0703059,0,62.01480484,WIFI
c0:4a:00:4a:46:44,Fonseca_WIFI,[WPA2-PSK-CCMP][WPS][ESS],1/1/1970 8:00,1,-86,14.65995296,121.0703059,0,62.01480484,WIFI
cc:06:77:6f:ed:34,Fonseca_5G,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],1/1/1970 8:00,36,-84,14.65995296,121.0703059,0,62.01480484,WIFI
74:cc:39:ba:df:68,PLDTHOMEFIBRadf68,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,3,-86,14.65995296,121.0703059,0,62.01480484,WIFI
6c:3b:6b:ca:a0:d5,bnetsMesh,[WPA2-PSK-CCMP][WPS][ESS],1/1/1970 8:00,52,-67,14.66001601,121.0695025,0,62.01480484,WIFI
74:cc:39:ba:dc:c0,PLDTHOMEFIBRadcc0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,9,-76,14.66001601,121.0695025,0,62.01480484,WIFI
1c:8e:5c:3f:c0:f8,B593_FC0F8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,1,-86,14.66001601,121.0695025,0,62.01480484,WIFI
bc:c0:0f:c8:6c:5c,g6fiber5,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],1/1/1970 8:00,36,-83,14.66001601,121.0695025,0,62.01480484,WIFI
6c:3b:6b:ca:a5:97,bnetsMesh,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],1/1/1970 8:00,52,-83,14.66001601,121.0695025,0,62.01480484,WIFI
00:1f:fb:c6:6a:a1,Home Network Test,[WPA2-PSK-CCMP][WPS][ESS],1/1/1970 8:00,11,-82,14.66001601,121.0695025,0,62.01480484,WIFI
74:cc:39:bb:02:c8,TRINIDAD.TRINIDAD,[WPA2-PSK-CCMP][WPS][ESS],1/1/1970 8:00,9,-59,14.66001601,121.0695025,0,62.01480484,WIFI
bc:c0:0f:c8:6c:58,g6fiber,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],1/1/1970 8:00,1,-68,14.66001601,121.0695025,0,62.01480484,WIFI
00:13:33:e6:06:3f,PLDTHOMEDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,11,-69,14.66001601,121.0695025,0,62.01480484,WIFI
b4:75:0e:cc:84:ce,Guevara,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],1/1/1970 8:00,1,-77,14.66001601,121.0695025,0,62.01480484,WIFI
bc:c0:0f:bf:4e:e8,PLDTHOMEFIBRf4ee8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,8,-81,14.66001601,121.0695025,0,62.01480484,WIFI
08:10:73:60:f2:a8,DeVera_RTR,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,5,-75,14.66001601,121.0695025,0,62.01480484,WIFI
cc:06:77:62:de:8c,PLDTHOMEFIBR5G2de88,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],1/1/1970 8:00,36,-82,14.66001601,121.0695025,0,62.01480484,WIFI
cc:06:77:62:de:88,PLDTHOMEFIBR2de88,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],1/1/1970 8:00,6,-82,14.66001601,121.0695025,0,62.01480484,WIFI
00:26:75:b7:c0:a9,amber_wifi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],1/1/1970 8:00,2,-84,14.66001601,121.0695025,0,62.01480484,WIFI
a4:7e:39:ad:ec:e4,sherlock,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,10,-92,14.66001601,121.0695025,0,62.01480484,WIFI
bc:98:89:9d:4b:70,PLDTHOMEFIBR_DEVERA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],1/1/1970 8:00,12,-83,14.66001601,121.0695025,0,62.01480484,WIFI
e0:8e:3c:22:2a:0b,bayanDSLWIFI_2A0B,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,11,-88,14.66001601,121.0695025,0,62.01480484,WIFI
bc:c0:0f:bf:4e:ec,PLDTHOMEFIBR5Gf4ee8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,149,-77,14.66001601,121.0695025,0,62.01480484,WIFI
c0:4a:00:4a:46:44,Fonseca_WIFI,[WPA2-PSK-CCMP][WPS][ESS],1/1/1970 8:00,1,-83,14.66001601,121.0695025,0,62.01480484,WIFI
cc:06:77:6f:ed:34,Fonseca_5G,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],1/1/1970 8:00,36,-84,14.66001601,121.0695025,0,62.01480484,WIFI
74:cc:39:ba:df:68,PLDTHOMEFIBRadf68,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,3,-78,14.66001601,121.0695025,0,62.01480484,WIFI
b4:30:52:0d:60:13,Vrow,[WPA2-PSK-CCMP][WPS][ESS],1/1/1970 8:00,2,-75,14.66001601,121.0695025,0,62.01480484,WIFI
e0:8e:3c:22:67:77,bayanDSLWIFI_DEVERA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,1,-79,14.66001601,121.0695025,0,62.01480484,WIFI
74:cc:39:87:37:f8,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,11,-85,14.66001601,121.0695025,0,62.01480484,WIFI
6c:3b:6b:ca:a0:d5,bnetsMesh,[WPA2-PSK-CCMP][WPS][ESS],1/1/1970 8:00,52,-74,14.66012411,121.0681253,0,62.01480484,WIFI
74:cc:39:ba:dc:c0,PLDTHOMEFIBRadcc0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,9,-86,14.66012411,121.0681253,0,62.01480484,WIFI
bc:c0:0f:c8:6c:5c,g6fiber5,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],1/1/1970 8:00,36,-83,14.66012411,121.0681253,0,62.01480484,WIFI
6c:3b:6b:ca:a5:97,bnetsMesh,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],1/1/1970 8:00,52,-81,14.66012411,121.0681253,0,62.01480484,WIFI
74:cc:39:bb:02:c8,TRINIDAD.TRINIDAD,[WPA2-PSK-CCMP][WPS][ESS],1/1/1970 8:00,9,-75,14.66012411,121.0681253,0,62.01480484,WIFI
00:13:33:e6:06:3f,PLDTHOMEDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,11,-83,14.66012411,121.0681253,0,62.01480484,WIFI
b4:75:0e:cc:84:ce,Guevara,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],1/1/1970 8:00,1,-81,14.66012411,121.0681253,0,62.01480484,WIFI
bc:c0:0f:bf:4e:e8,PLDTHOMEFIBRf4ee8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,8,-86,14.66012411,121.0681253,0,62.01480484,WIFI
08:10:73:60:f2:a8,DeVera_RTR,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,5,-71,14.66012411,121.0681253,0,62.01480484,WIFI
cc:06:77:62:de:8c,PLDTHOMEFIBR5G2de88,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],1/1/1970 8:00,36,-74,14.66012411,121.0681253,0,62.01480484,WIFI
cc:06:77:62:de:88,PLDTHOMEFIBR2de88,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],1/1/1970 8:00,6,-67,14.66012411,121.0681253,0,62.01480484,WIFI
bc:98:89:9d:4b:70,PLDTHOMEFIBR_DEVERA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],1/1/1970 8:00,12,-84,14.66012411,121.0681253,0,62.01480484,WIFI
e0:8e:3c:22:2a:0b,bayanDSLWIFI_2A0B,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,11,-81,14.66012411,121.0681253,0,62.01480484,WIFI
bc:c0:0f:bf:4e:ec,PLDTHOMEFIBR5Gf4ee8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,149,-77,14.66012411,121.0681253,0,62.01480484,WIFI
c0:4a:00:4a:46:44,Fonseca_WIFI,[WPA2-PSK-CCMP][WPS][ESS],1/1/1970 8:00,1,-83,14.66012411,121.0681253,0,62.01480484,WIFI
74:cc:39:ba:df:68,PLDTHOMEFIBRadf68,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,3,-78,14.66012411,121.0681253,0,62.01480484,WIFI
b4:30:52:0d:60:13,Vrow,[WPA2-PSK-CCMP][WPS][ESS],1/1/1970 8:00,2,-70,14.66012411,121.0681253,0,62.01480484,WIFI
e0:8e:3c:22:67:77,bayanDSLWIFI_DEVERA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,1,-76,14.66012411,121.0681253,0,62.01480484,WIFI
74:cc:39:87:37:f8,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,11,-82,14.66012411,121.0681253,0,62.01480484,WIFI
74:cc:39:ba:de:e0,PLDTHOMEFIBRadee0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1/1/1970 8:00,9,-82,14.66012411,121.0681253,0,62.01480484,WIFI
74:cc:39:30:f4:f8,PLDTHOMEFIBR_30f4f8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],1/1/1970 8:00,10,-85,14.66012411,121.0681253,0,62.01480484,WIFI
6c:3b:6b:ca:a0:d5,bnetsMesh,[WPA2-PSK-CCMP][WPS][ESS],10/28/2017 13:11,52,-75,14.66016915,121.0675515,155,18.20399857,WIFI
74:cc:39:ba:dc:c0,PLDTHOMEFIBRadcc0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,9,-86,14.66016915,121.0675515,155,18.20399857,WIFI
6c:3b:6b:ca:a5:97,bnetsMesh,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],10/28/2017 13:11,52,-82,14.66016915,121.0675515,155,18.20399857,WIFI
74:cc:39:bb:02:c8,TRINIDAD.TRINIDAD,[WPA2-PSK-CCMP][WPS][ESS],10/28/2017 13:11,9,-75,14.66016915,121.0675515,155,18.20399857,WIFI
bc:c0:0f:bf:4e:e8,PLDTHOMEFIBRf4ee8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,8,-87,14.66016915,121.0675515,155,18.20399857,WIFI
08:10:73:60:f2:a8,DeVera_RTR,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,5,-73,14.66016915,121.0675515,155,18.20399857,WIFI
cc:06:77:62:de:8c,PLDTHOMEFIBR5G2de88,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],10/28/2017 13:11,36,-69,14.66016915,121.0675515,155,18.20399857,WIFI
cc:06:77:62:de:88,PLDTHOMEFIBR2de88,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],10/28/2017 13:11,6,-66,14.66016915,121.0675515,155,18.20399857,WIFI
bc:98:89:9d:4b:70,PLDTHOMEFIBR_DEVERA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],10/28/2017 13:11,12,-85,14.66016915,121.0675515,155,18.20399857,WIFI
e0:8e:3c:22:2a:0b,bayanDSLWIFI_2A0B,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,11,-76,14.66016915,121.0675515,155,18.20399857,WIFI
74:cc:39:ba:df:68,PLDTHOMEFIBRadf68,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,3,-86,14.66016915,121.0675515,155,18.20399857,WIFI
b4:30:52:0d:60:13,Vrow,[WPA2-PSK-CCMP][WPS][ESS],10/28/2017 13:11,2,-70,14.66016915,121.0675515,155,18.20399857,WIFI
e0:8e:3c:22:67:77,bayanDSLWIFI_DEVERA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,1,-84,14.66016915,121.0675515,155,18.20399857,WIFI
74:cc:39:87:37:f8,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,11,-74,14.66016915,121.0675515,155,18.20399857,WIFI
74:cc:39:ba:de:e0,PLDTHOMEFIBRadee0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,9,-87,14.66016915,121.0675515,155,18.20399857,WIFI
74:cc:39:30:f4:f8,PLDTHOMEFIBR_30f4f8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],10/28/2017 13:11,10,-82,14.66016915,121.0675515,155,18.20399857,WIFI
bc:c0:0f:c8:6c:5c,g6fiber5,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],10/28/2017 13:11,36,-88,14.66016915,121.0675515,155,18.20399857,WIFI
00:13:33:d9:60:52,PLDTHOMEDSL_SANDOVAL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,11,-81,14.66016915,121.0675515,155,18.20399857,WIFI
d0:04:92:01:a5:e0,PLDTHOMEFIBR_DERF,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],10/28/2017 13:11,1,-83,14.66016915,121.0675515,155,18.20399857,WIFI
60:31:97:13:7b:67,PLDTMyDSLBizkevs,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,5,-87,14.66016915,121.0675515,155,18.20399857,WIFI
48:f8:b3:50:77:91,laura,[WPA2-PSK-CCMP][WPS][ESS],10/28/2017 13:11,1,-88,14.66016915,121.0675515,155,18.20399857,WIFI
00:13:33:d9:60:52,PLDTHOMEDSL_SANDOVAL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,11,-76,14.66016915,121.0675515,155,18.20399857,WIFI
