WigleWifi-1.4,appRelease=2.25,model=LG-H990,release=7.0,device=elsa,display=NRD90M,board=msm8996,brand=lge,,,
d0:04:92:01:a5:e0,PLDTHOMEFIBR_DERF,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],10/28/2017 13:11,1,-77,14.66016915,121.0675515,155,18.20399857,WIFI
60:31:97:13:7b:68,PLDTMyDSLBiz5G7B660,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,100,-89,14.66016915,121.0675515,155,18.20399857,WIFI
bc:c0:0f:c8:6c:58,g6fiber,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],10/28/2017 13:11,1,-87,14.66016915,121.0675515,155,18.20399857,WIFI
74:cc:39:ba:de:e0,PLDTHOMEFIBRadee0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,9,-72,14.66016915,121.0675515,155,18.20399857,WIFI
60:31:97:13:7b:67,PLDTMyDSLBizkevs,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,5,-75,14.66016915,121.0675515,155,18.20399857,WIFI
60:31:97:13:7b:68,PLDTMyDSLBiz5G7B660,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,100,-84,14.66016915,121.0675515,155,18.20399857,WIFI
bc:c0:0f:82:03:d8,Betelgeuse,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,5,-87,14.66016915,121.0675515,155,18.20399857,WIFI
e0:8e:3c:1a:c4:9b,UPCubao,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,1,-86,14.66016915,121.0675515,155,18.20399857,WIFI
cc:06:77:70:7d:00,PLDTHOMEFIBR07d00,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],10/28/2017 13:11,7,-91,14.66016915,121.0675515,155,18.20399857,WIFI
6c:3b:6b:ca:a5:97,bnetsMesh,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],10/28/2017 13:11,52,-75,14.66007078,121.0672918,126,16.68700027,WIFI
e0:8e:3c:22:2a:0b,bayanDSLWIFI_2A0B,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,11,-66,14.66007078,121.0672918,126,16.68700027,WIFI
bc:c0:0f:82:03:d8,Betelgeuse,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,5,-81,14.66007078,121.0672918,126,16.68700027,WIFI
cc:06:77:70:7d:00,PLDTHOMEFIBR07d00,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],10/28/2017 13:11,7,-86,14.66007078,121.0672918,126,16.68700027,WIFI
74:cc:39:ba:cb:88,PLDTHOMEFIBRacb88,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,6,-75,14.66007078,121.0672918,126,16.68700027,WIFI
18:a3:e8:1f:5a:09,PLDTHOMEFIBRa08,[WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,3,-81,14.66007078,121.0672918,126,16.68700027,WIFI
f0:8c:fb:80:d7:90,PLDTHOMEFIBRza,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],10/28/2017 13:11,9,-76,14.66007078,121.0672918,126,16.68700027,WIFI
cc:06:77:70:7d:04,PLDTHOMEFIBR5G07d00,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],10/28/2017 13:11,36,-85,14.66007078,121.0672918,126,16.68700027,WIFI
cc:06:77:6f:ed:d8,PLDTHOMEFIBRfedd8,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],10/28/2017 13:11,5,-81,14.66007078,121.0672918,126,16.68700027,WIFI
18:a3:e8:1f:5a:08,PLDTHOMEFIBRk,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],10/28/2017 13:11,3,-87,14.66007078,121.0672918,126,16.68700027,WIFI
74:cc:39:30:f4:f8,PLDTHOMEFIBR_30f4f8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],10/28/2017 13:11,10,-77,14.66007078,121.0672918,126,16.68700027,WIFI
74:cc:39:ba:dd:78,PLDTHOMEFIBRadd78,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,6,-80,14.66007078,121.0672918,126,16.68700027,WIFI
00:13:33:d9:60:52,PLDTHOMEDSL_SANDOVAL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,11,-55,14.66007078,121.0672918,126,16.68700027,WIFI
e0:8e:3c:1a:c4:9b,UPCubao,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,1,-74,14.66007078,121.0672918,126,16.68700027,WIFI
74:cc:39:ba:cb:88,PLDTHOMEFIBRacb88,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,6,-65,14.66007078,121.0672918,126,16.68700027,WIFI
cc:06:77:6f:ed:d8,PLDTHOMEFIBRfedd8,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],10/28/2017 13:11,5,-69,14.66007078,121.0672918,126,16.68700027,WIFI
cc:06:77:6f:ed:dc,PLDTHOMEFIBR5Gfedd8,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],10/28/2017 13:11,36,-85,14.66007078,121.0672918,126,16.68700027,WIFI
51502_30232_210478194,Globe,HSPA;ph,10/28/2017 13:11,0,-109,14.66007078,121.0672918,126,16.68700027,GSM
74:cc:39:30:f4:f8,PLDTHOMEFIBR_30f4f8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],10/28/2017 13:11,10,-67,14.66007078,121.0672918,126,16.68700027,WIFI
bc:c0:0f:82:03:d8,Betelgeuse,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,5,-70,14.66007078,121.0672918,126,16.68700027,WIFI
e0:8e:3c:1a:c4:9b,UPCubao,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,1,-68,14.66007078,121.0672918,126,16.68700027,WIFI
cc:06:77:70:7d:00,PLDTHOMEFIBR07d00,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],10/28/2017 13:11,7,-77,14.66007078,121.0672918,126,16.68700027,WIFI
00:13:33:d9:60:52,PLDTHOMEDSL_SANDOVAL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,11,-50,14.66007078,121.0672918,126,16.68700027,WIFI
cc:06:77:70:7d:00,PLDTHOMEFIBR07d00,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],10/28/2017 13:11,7,-68,14.66007078,121.0672918,126,16.68700027,WIFI
cc:06:77:70:7d:04,PLDTHOMEFIBR5G07d00,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],10/28/2017 13:11,36,-74,14.66007078,121.0672918,126,16.68700027,WIFI
74:cc:39:30:f4:f8,PLDTHOMEFIBR_30f4f8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],10/28/2017 13:11,10,-57,14.66008737,121.0672266,137,10.61899948,WIFI
cc:06:77:70:7d:00,PLDTHOMEFIBR07d00,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],10/28/2017 13:11,7,-63,14.66008737,121.0672266,137,10.61899948,WIFI
74:cc:39:ba:cb:88,PLDTHOMEFIBRacb88,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:11,6,-59,14.66008737,121.0672266,137,10.61899948,WIFI
51502_30232_210478194,Globe,HSPA;ph,10/28/2017 13:11,0,-99,14.66008737,121.0672266,137,10.61899948,GSM
6c:3b:6b:ca:a3:ed,bnetsMesh,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],10/28/2017 13:12,52,-88,14.66008433,121.0670126,119,6.06799984,WIFI
51502_20216_13152,Globe,EDGE;ph,10/28/2017 13:12,0,-91,14.66008433,121.0670126,119,6.06799984,GSM
51502_30232_210464817,Globe,HSPA;ph,10/28/2017 13:12,0,-93,14.66006374,121.0670433,125,15.17000008,GSM
51502_30232_210449584,Globe,HSPA;ph,10/28/2017 13:12,0,-93,14.66006374,121.0670433,125,15.17000008,GSM
51502_30232_210464820,Globe,HSPA;ph,10/28/2017 13:14,0,-91,14.66000446,121.0671308,117,10.61899948,GSM
d4:ae:05:fb:b8:fb,AndroidAP,[WPA2-PSK-CCMP][ESS],1/1/1970 8:00,6,-89,14.66027701,121.066967,0,11.64577293,WIFI
d4:ae:05:fb:b8:fb,AndroidAP,[WPA2-PSK-CCMP][ESS],1/1/1970 8:00,6,-89,14.66009531,121.0670762,0,11.64577293,WIFI
04:18:d6:5a:3f:0f,Tsunami169,[ESS],10/28/2017 13:14,128,-88,14.66000446,121.0671308,117,10.61899948,WIFI
51502_30203_210454603,Globe,HSPA;ph,10/28/2017 13:15,0,-93,14.65976318,121.0670892,127,18.20399857,GSM
51502_30232_210451843,Globe,HSPA;ph,10/28/2017 13:15,0,-103,14.66005039,121.0671937,124,16.68700027,GSM
cc:06:77:62:de:8c,PLDTHOMEFIBR5G2de88,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],10/28/2017 13:16,36,-63,14.66010898,121.0674512,125,7.585000038,WIFI
d0:04:92:01:a5:e0,PLDTHOMEFIBR_DERF,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],10/28/2017 13:16,1,-62,14.66010898,121.0674512,125,7.585000038,WIFI
74:cc:39:ba:dc:c0,PLDTHOMEFIBRadcc0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:16,9,-76,14.66010519,121.0675374,119,4.550999641,WIFI
6c:3b:6b:ca:a0:d5,bnetsMesh,[WPA2-PSK-CCMP][WPS][ESS],10/28/2017 13:16,52,-62,14.66009224,121.0675961,118,4.550999641,WIFI
74:cc:39:bb:02:c8,TRINIDAD.TRINIDAD,[WPA2-PSK-CCMP][WPS][ESS],10/28/2017 13:16,9,-70,14.66009224,121.0675961,118,4.550999641,WIFI
08:10:73:60:f2:a8,DeVera_RTR,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:16,5,-68,14.66008609,121.0676532,118,4.550999641,WIFI
bc:98:89:9d:4b:70,PLDTHOMEFIBR_DEVERA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],10/28/2017 13:16,12,-71,14.66008609,121.0676532,118,4.550999641,WIFI
e0:8e:3c:22:67:77,bayanDSLWIFI_DEVERA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:16,1,-76,14.66008609,121.0676532,118,4.550999641,WIFI
bc:c0:0f:bf:4e:e8,PLDTHOMEFIBRf4ee8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:16,8,-82,14.66008609,121.0676532,118,4.550999641,WIFI
08:10:73:60:f2:a8,DeVera_RTR,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:16,5,-63,14.66008147,121.0677054,118,4.550999641,WIFI
74:cc:39:ba:df:68,PLDTHOMEFIBRadf68,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:16,3,-73,14.66008147,121.0677054,118,4.550999641,WIFI
e0:8e:3c:22:67:77,bayanDSLWIFI_DEVERA,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:16,1,-70,14.66008147,121.0677054,118,4.550999641,WIFI
bc:c0:0f:c8:6c:5c,g6fiber5,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],10/28/2017 13:16,36,-83,14.66008147,121.0677054,118,4.550999641,WIFI
bc:c0:0f:bf:4e:ec,PLDTHOMEFIBR5Gf4ee8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:16,149,-85,14.66009365,121.0677542,117,4.550999641,WIFI
74:cc:39:ba:dc:c0,PLDTHOMEFIBRadcc0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:16,9,-70,14.66011283,121.0678052,117,4.550999641,WIFI
74:cc:39:bb:02:c8,TRINIDAD.TRINIDAD,[WPA2-PSK-CCMP][WPS][ESS],10/28/2017 13:16,9,-55,14.66011283,121.0678052,117,4.550999641,WIFI
00:13:33:e6:06:3f,PLDTHOMEDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:16,11,-73,14.66011283,121.0678052,117,4.550999641,WIFI
b4:30:52:0d:60:13,Vrow,[WPA2-PSK-CCMP][WPS][ESS],10/28/2017 13:16,2,-60,14.66012049,121.0678601,119,4.550999641,WIFI
bc:c0:0f:bf:4e:e8,PLDTHOMEFIBRf4ee8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:16,8,-70,14.66012049,121.0678601,119,4.550999641,WIFI
bc:c0:0f:c8:6c:5c,g6fiber5,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],10/28/2017 13:16,36,-75,14.66012049,121.0678601,119,4.550999641,WIFI
cc:06:77:6f:ed:34,Fonseca_5G,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],10/28/2017 13:16,36,-81,14.66012049,121.0678601,119,4.550999641,WIFI
c0:4a:00:4a:46:44,Fonseca_WIFI,[WPA2-PSK-CCMP][WPS][ESS],10/28/2017 13:16,1,-77,14.66012049,121.0678601,119,4.550999641,WIFI
b4:75:0e:cc:84:ce,Guevara,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],10/28/2017 13:16,1,-78,14.66012049,121.0678601,119,4.550999641,WIFI
88:d2:74:86:b7:75,bayanDSLWIFI_B775,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],10/28/2017 13:16,1,-81,14.66012049,121.0678601,119,4.550999641,WIFI
bc:c0:0f:c8:6c:5c,g6fiber5,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],10/28/2017 13:16,36,-69,14.66012043,121.0679258,119,4.550999641,WIFI
00:13:33:e6:06:3f,PLDTHOMEDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:16,11,-64,14.66012043,121.0679258,119,4.550999641,WIFI
bc:c0:0f:c8:6c:58,g6fiber,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],10/28/2017 13:16,1,-67,14.66012043,121.0679258,119,4.550999641,WIFI
00:26:75:b7:c0:a9,amber_wifi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],10/28/2017 13:16,2,-73,14.66012043,121.0679258,119,4.550999641,WIFI
bc:c0:0f:c8:e0:70,PLDTHOMEFIBR8e070,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],10/28/2017 13:16,5,-87,14.66009734,121.0679815,118,4.550999641,WIFI
1c:8e:5c:3f:c0:f8,B593_FC0F8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:16,1,-83,14.66009734,121.0679815,118,4.550999641,WIFI
9c:6f:52:35:16:32,YoMommaSoFat,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],10/28/2017 13:16,2,-85,14.66009734,121.0679815,118,4.550999641,WIFI
74:cc:39:ba:dc:c0,PLDTHOMEFIBRadcc0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:16,9,-65,14.66010636,121.0680438,119,4.550999641,WIFI
bc:c0:0f:c8:6c:5c,g6fiber5,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],10/28/2017 13:16,36,-62,14.66010636,121.0680438,119,4.550999641,WIFI
bc:c0:0f:c8:6c:58,g6fiber,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],10/28/2017 13:16,1,-57,14.66010636,121.0680438,119,4.550999641,WIFI
bc:c0:0f:c8:6c:58,g6fiber,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],10/28/2017 13:16,1,-49,14.66011509,121.0681004,119,4.550999641,WIFI
1c:8e:5c:3f:c0:f8,B593_FC0F8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:16,1,-72,14.66011509,121.0681004,119,4.550999641,WIFI
bc:c0:0f:c8:e0:70,PLDTHOMEFIBR8e070,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],10/28/2017 13:16,5,-78,14.66012544,121.0681475,120,4.550999641,WIFI
9c:6f:52:35:16:32,YoMommaSoFat,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],10/28/2017 13:16,2,-77,14.66012544,121.0681475,120,4.550999641,WIFI
e0:8e:3c:21:5a:37,bayanDSLWIFI_5A37,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:16,1,-86,14.66012544,121.0681475,120,4.550999641,WIFI
1c:8e:5c:3f:c0:f8,B593_FC0F8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:16,1,-67,14.66015509,121.0681955,119,4.550999641,WIFI
9c:6f:52:35:16:32,YoMommaSoFat,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],10/28/2017 13:16,2,-70,14.66015509,121.0681955,119,4.550999641,WIFI
1c:8e:5c:3f:c0:f8,B593_FC0F8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:16,1,-57,14.66016476,121.0682512,119,4.550999641,WIFI
51502_30203_210495277,Globe,HSPA;ph,10/28/2017 13:16,0,-105,14.66016476,121.0682512,119,4.550999641,GSM
6c:3b:6b:ca:a5:97,bnetsMesh,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],10/28/2017 13:17,52,-87,14.66015224,121.0683017,120,4.550999641,WIFI
9c:6f:52:35:16:32,YoMommaSoFat,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],10/28/2017 13:17,2,-60,14.66015224,121.0683017,120,4.550999641,WIFI
00:1f:fb:c6:6a:a1,Home Network Test,[WPA2-PSK-CCMP][WPS][ESS],10/28/2017 13:17,11,-80,14.66014751,121.0683571,120,4.550999641,WIFI
51502_30203_210495093,Globe,HSPA;ph,10/28/2017 13:17,0,-95,14.66014751,121.0683571,120,4.550999641,GSM
9c:6f:52:35:04:03,Gazmen,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],10/28/2017 13:17,1,-60,14.66014756,121.0684132,120,4.550999641,WIFI
51502_30203_210495280,Globe,HSPA;ph,10/28/2017 13:17,0,-91,14.66000337,121.0685324,119,4.550999641,GSM
f0:8c:fb:80:34:48,PLDTHOMEFIBR_803448,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],10/28/2017 13:17,9,-70,14.65966452,121.068389,115,4.550999641,WIFI
74:cc:39:89:ab:98,PLDTHOMEFIBR9ab98,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:18,1,-60,14.65966559,121.0681617,116,4.550999641,WIFI
6c:3b:6b:ca:a0:d5,bnetsMesh,[WPA2-PSK-CCMP][WPS][ESS],10/28/2017 13:18,52,-56,14.65962133,121.0679972,117,4.550999641,WIFI
28:10:7b:64:82:34,Web796ZB5591deeds,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],10/28/2017 13:18,8,-77,14.65962103,121.0678291,116,4.550999641,WIFI
94:46:96:1d:8a:21,PLDTHOMEDSL7J7A0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:19,10,-52,14.65962979,121.0675567,114,4.550999641,WIFI
6c:3b:6b:ca:a5:97,bnetsMesh,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],10/28/2017 13:19,52,-87,14.65963407,121.0672842,116,4.550999641,WIFI
d0:04:92:10:fb:d8,PLDTHOMEFIBRNoNetworkAvailable,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],10/28/2017 13:19,12,-74,14.65963407,121.0672842,116,4.550999641,WIFI
51502_20216_41109,Globe,EDGE;ph,10/28/2017 13:19,0,-85,14.65965683,121.0672342,116,4.550999641,GSM
d4:ae:05:fb:b8:fb,AndroidAP,[WPA2-PSK-CCMP][ESS],10/28/2017 13:19,6,-86,14.65955176,121.0670731,117,4.550999641,WIFI
d4:ae:05:fb:b8:fb,AndroidAP,[WPA2-PSK-CCMP][ESS],10/28/2017 13:20,6,-79,14.65931188,121.0671117,116,4.550999641,WIFI
94:a7:b7:26:6f:7e,bayanDSLWIFI_6F7E,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],10/28/2017 13:20,10,-84,14.65926516,121.0671253,116,4.550999641,WIFI
51502_30232_210464820,Globe,HSPA;ph,10/28/2017 13:20,0,-85,14.65926516,121.0671253,116,4.550999641,GSM
bc:c0:0f:20:2e:e8,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:20,9,-54,14.65922559,121.0673297,116,4.550999641,WIFI
e0:8e:3c:1a:ea:ab,bayanDSLWIFI_EAAB,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],10/28/2017 13:20,1,-73,14.65920436,121.0675435,117,13.65299988,WIFI
bc:98:89:12:af:10,PLDTHOMEFIBR_SOFIAMILES@UPD,[WPA2-PSK-CCMP][WPS][ESS],10/28/2017 13:20,7,-87,14.65920436,121.0675435,117,13.65299988,WIFI
1c:b9:c4:20:b4:8c,#SmartWifi @UPDiliman,[ESS],10/28/2017 13:21,36,-77,14.65926834,121.0681366,132,16.68700027,WIFI
dc:1a:c5:f5:97:5b,vivo 1606,[WPA2-PSK-CCMP][ESS],10/28/2017 13:21,11,-85,14.65926834,121.0681366,132,16.68700027,WIFI
1c:b9:c4:20:b4:8c,#SmartWifi @UPDiliman,[ESS],10/28/2017 13:21,36,-72,14.65926296,121.0682442,137,13.65299988,WIFI
4c:81:20:92:43:be,PLDTHOMEDSLALLUPWorkersUnion,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],10/28/2017 13:21,1,-66,14.65926296,121.0682442,137,13.65299988,WIFI
f0:3e:90:01:cf:8c,DILNET-WIFI,[ESS],10/28/2017 13:21,36,-90,14.65926296,121.0682442,137,13.65299988,WIFI
74:4a:a4:a8:49:ec,Henriel,[WPA2-PSK-CCMP][ESS],10/28/2017 13:21,11,-82,14.65926296,121.0682442,137,13.65299988,WIFI
24:79:2a:21:35:18,DILNET-WIFI,[ESS],10/28/2017 13:21,11,-85,14.65926296,121.0682442,137,13.65299988,WIFI
dc:1a:c5:f5:97:5b,vivo 1606,[WPA2-PSK-CCMP][ESS],10/28/2017 13:21,11,-73,14.65926296,121.0682442,137,13.65299988,WIFI
24:79:2a:21:42:ec,DILNET-WIFI,[ESS],10/28/2017 13:21,58,-89,14.65926296,121.0682442,137,13.65299988,WIFI
1c:b9:c4:21:d0:e8,#SmartWifi @UPDiliman,[ESS],10/28/2017 13:21,11,-85,14.65926296,121.0682442,137,13.65299988,WIFI
e4:8d:8c:d8:a9:30,,[ESS],10/28/2017 13:21,6,-88,14.65926296,121.0682442,137,13.65299988,WIFI
