Common,1
28:10:7B:CD:DD:20,PARESCOM,wpa2,"2016-05-05, 06:00:00 PM"
44:D9:E7:6A:51:81,ubnt,unknown,"2016-05-05, 06:00:00 PM"
B4:5D:50:38:57:F1,@AyalaMalls_GoWiFi,unknown,"2017-06-09, 01:00:00 PM"
B4:5D:50:38:57:F3,None,unknown,"2017-06-09, 01:00:00 PM"
B4:5D:50:38:57:F4,@GoWiFi_Auto,unknown,"2017-06-09, 01:00:00 PM"
B4:5D:50:38:6D:60,None,unknown,"2017-06-09, 01:00:00 PM"
44:AD:D9:70:DA:B2,PROGRAMMERS,wpa2,"2013-08-10, 08:00:00 AM"
44:AD:D9:70:E0:50,SLMC WiFi,none,"2013-08-10, 08:00:00 AM"
34:A8:4E:80:A6:A3,awn_guest,unknown,"2016-05-05, 06:00:00 PM"
34:A8:4E:1E:48:E0,awn_inside,wpa2,"2015-07-26, 08:00:00 AM"
34:A8:4E:1E:48:E3,awn_guest,wpa2,"2015-07-26, 08:00:00 AM"
C8:7B:5B:86:EA:CD,Smart Bro_86EACD,wpa2,"2013-04-17, 03:00:00 AM"
46:91:DB:00:EB:41,A1-713,wpa2,"2015-08-12, 03:00:00 PM"
C4:71:FE:DC:E4:E2,wi-tribe_USERS,wpa2,"2013-04-17, 03:00:00 AM"
C0:BD:D1:52:92:88,B21y-ZmxvcmRlbGl6YWpkZWx1bmE,wpa2,"2016-02-27, 03:00:00 PM"
5A:6D:8F:83:C9:46,ECSCI Internet portal,wpa2,"2016-05-05, 06:00:00 PM"
B0:B2:DC:AB:B5:04,PLDTMyDSL,wpa2,"2013-05-07, 12:00:00 PM"
38:AA:3C:8A:62:A8,Doritos Locos Tacos,wpa2,"2015-07-26, 08:00:00 AM"
5C:50:15:E6:3E:60,awn_inside,wpa2,"2016-05-05, 06:00:00 PM"
C8:D7:19:E6:AA:29,Cisco40510,wpa2,"2016-05-05, 06:00:00 PM"
2C:5D:93:19:07:68,rsci,unknown,"2016-05-05, 06:00:00 PM"
CC:5D:4E:F2:40:B8,PLDTMyDSL,wpa2,"2015-07-26, 08:00:00 AM"
C0:4A:00:4C:E3:5E,TP-LINK_4CE35E,wpa2,"2015-07-26, 08:00:00 AM"
C4:6E:1F:92:60:2A,None,wpa2,"2016-05-05, 06:00:00 PM"
C4:6E:1F:92:6C:AE,None,wpa2,"2016-05-05, 06:00:00 PM"
C4:71:FE:DC:E4:E1,wi-tribe-exec,wep,"2015-07-26, 08:00:00 AM"
F0:84:C9:D0:29:CA,MEDELSKI,wpa2,"2016-05-05, 06:00:00 PM"
54:3D:37:9D:0E:99,InternalWS,wpa2,"2015-07-26, 08:00:00 AM"
70:9F:2D:A1:30:A0,bayanDSLWiFi_30A0,wpa2,"2016-05-05, 06:00:00 PM"
48:F8:B3:23:77:C6,Records-guest,none,"2017-03-06, 02:00:00 AM"
48:F8:B3:23:A3:85,Director's Office,wpa2,"2015-07-26, 08:00:00 AM"
60:21:C0:5E:6B:ED,AndroidAP,wpa2,"2013-05-07, 12:00:00 PM"
4C:09:B4:A6:D5:0B,bayanDSL,wpa,"2013-05-06, 03:00:00 PM"
6E:94:F8:C1:B3:24,AXA PHIL,wpa2,"2016-05-05, 06:00:00 PM"
6A:E9:F1:90:35:6B,Alexander A. Ramos?s iPhone,wpa2,"2015-07-26, 08:00:00 AM"
4C:09:B4:A6:F9:FF,LPGMA DSL,wpa,"2015-07-26, 08:00:00 AM"
58:6D:8F:7E:BC:EF,Element21,wpa2,"2016-05-05, 06:00:00 PM"
54:A0:50:E4:28:B0,VANGUARD,wpa2,"2016-05-05, 06:00:00 PM"
70:9F:2D:A0:24:14,kagawad mangune,wpa2,"2016-05-05, 06:00:00 PM"
5C:F2:86:2E:5C:F0,Stefanini,wpa2,"2017-06-09, 01:00:00 PM"
70:72:3C:DF:37:26,MobileWiFi-3726,wpa,"2013-05-07, 12:00:00 PM"
48:F8:B3:23:77:C5,Records,wpa2,"2017-05-07, 01:00:00 PM"
78:44:76:1F:6E:A0,Leotec,wpa,"2013-04-25, 05:00:00 AM"
88:DC:96:17:83:F2,mdc_pis,wpa2,"2016-05-05, 06:00:00 PM"
64:70:02:F8:19:E6,VIZCARRA,wpa2,"2015-07-26, 08:00:00 AM"
88:CE:FA:F7:7A:4E,POPEFRANCIS,wpa2,"2015-07-26, 08:00:00 AM"
50:67:F0:89:01:61,PLDTMyDSLRockStar,wep,"2015-07-26, 08:00:00 AM"
94:A7:B7:3D:03:0D,ESTEVEN ABUDA,wpa2,"2016-05-05, 06:00:00 PM"
50:9F:27:44:A0:5E,HUAWEI-E5220-a05e,wpa2,"2016-05-05, 06:00:00 PM"
70:F9:27:5F:1C:85,paloadkaperamo,wpa2,"2013-04-17, 03:00:00 AM"
58:6D:8F:3D:25:44,Cisco02098,wpa2,"2013-05-07, 12:00:00 PM"
3C:DF:BD:C3:C7:64,cathcv17,wpa2,"2014-11-07, 02:00:00 PM"
58:BF:EA:FA:B7:DB,awn_cafe,wpa2,"2016-05-05, 06:00:00 PM"
58:BF:EA:FA:B7:DD,awn_voip,wpa2,"2016-05-05, 06:00:00 PM"
92:EF:68:B4:69:20,PLDTMyDSLBiz,wpa2,"2016-05-05, 06:00:00 PM"
5C:D9:98:E0:E0:66,LAK-K BUILDERS CO.,wpa2,"2013-04-17, 03:00:00 AM"
5C:D9:98:E0:EC:90,FloorCenter Libis,wpa2,"2015-07-26, 08:00:00 AM"
9C:41:7C:71:F9:38,HAME_A19_1f93,wpa,"2015-08-01, 05:00:00 AM"
FC:8B:97:EB:60:7C,PLDTMyDSL-it,wpa2,"2015-07-26, 08:00:00 AM"
50:9F:27:7C:E8:03,Francis Pira HUAWEI,wpa2,"2015-07-28, 06:00:00 AM"
5C:50:15:E6:3E:64,awn_cafe,wpa2,"2016-05-05, 06:00:00 PM"
84:25:DB:00:5C:64,Peak,wpa2,"2015-07-26, 08:00:00 AM"
58:7F:66:36:91:62,HUAWEI-E5330-9162,wpa2,"2016-05-05, 06:00:00 PM"
FC:F5:28:3D:7C:08,PLDTMyDSLNOWIFI,wpa2,"2016-05-05, 06:00:00 PM"
84:18:3A:4F:F2:8C,None,wpa2,"2017-06-09, 01:00:00 PM"
84:18:3A:8F:F2:89,Family Lounge,wpa,"2017-06-09, 01:00:00 PM"
84:18:3A:8F:F2:8C,None,wpa,"2017-06-09, 01:00:00 PM"
64:66:B3:79:DB:8A,MetroLink H106,wpa2,"2015-07-26, 08:00:00 AM"
84:D4:7E:22:5F:92,YTFanfest,wpa2,"2017-06-09, 01:00:00 PM"
60:A4:4C:47:B3:EC,Vanguard,wpa2,"2015-07-26, 08:00:00 AM"
88:32:9B:A2:51:7B,B39i-cXVlZW4gYWxtYQ,unknown,"2017-10-03, 06:00:00 AM"
88:53:D4:E7:B4:86,CASHLINE,wpa,"2013-04-17, 03:00:00 AM"
5A:8B:F3:F6:41:98,PLDTMyDSLBizUEMC,wpa2,"2016-05-05, 06:00:00 PM"
5C:B9:01:52:CB:09,HP-Print-09-Deskjet 3540 series,unknown,"2016-05-05, 06:00:00 PM"
90:67:1C:AE:75:9D,HUAWEI-E5330-759D,wpa2,"2016-05-05, 06:00:00 PM"
90:61:0C:17:DD:50,PLDTHOMEDSL-WEE,wpa2,"2015-07-26, 08:00:00 AM"
58:BF:EA:FA:B7:D2,awn_voip,wpa2,"2016-05-05, 06:00:00 PM"
58:BF:EA:FA:B7:D4,awn_cafe,wpa2,"2016-05-05, 06:00:00 PM"
68:7F:74:AA:31:3E,linksys,wpa,"2016-05-05, 06:00:00 PM"
90:5F:2E:3D:3A:79,I dont need a parasite,wpa2,"2015-07-26, 08:00:00 AM"
90:61:0C:0D:91:BE,PLDTMyDSL_Lennie,wpa2,"2016-05-05, 06:00:00 PM"
90:61:0C:10:10:B7,PLDTMyDSL-1409,wpa2,"2016-03-16, 06:00:00 AM"
54:E6:FC:FF:3E:20,linksys,wep,"2013-04-25, 05:00:00 AM"
F4:DC:F9:30:2A:A6,impaktwo,wpa2,"2015-07-26, 08:00:00 AM"
6A:DF:DD:55:A1:36,2013023,wpa2,"2016-03-16, 06:00:00 AM"
80:B6:86:6F:30:FD,MobileWiFi-30fd,wep,"2013-04-17, 03:00:00 AM"
58:6D:8F:83:C9:45,ECSCI Internet portal,wpa2,"2016-05-05, 06:00:00 PM"
84:82:F4:00:33:6B,Exclusive,unknown,"2015-07-26, 08:00:00 AM"
8C:34:FD:5F:B5:D2,shadow_jex,wpa2,"2016-05-05, 06:00:00 PM"
9C:D2:4B:FB:D7:40,Smart Bro_FBD740,unknown,"2015-07-26, 08:00:00 AM"
84:18:3A:0F:F2:8D,STARCINEMA,wpa2,"2017-06-09, 01:00:00 PM"
9C:C1:72:04:4B:B6,DILNOT,wpa2,"2016-09-08, 03:00:00 AM"
9C:A9:E4:05:FF:81,Katie Gabrielle,wpa2,"2015-07-26, 08:00:00 AM"
64:16:F0:91:26:AE,globe starbucks 183 DCC,wpa,"2016-05-05, 06:00:00 PM"
84:C9:B2:49:69:11,Omni Tire Center Wifi Main,wpa2,"2016-05-05, 06:00:00 PM"
94:A7:B7:26:53:06,bayanDSLWIFI_5306,wpa2,"2016-05-05, 06:00:00 PM"
94:A7:B7:26:60:89,E Chimes WIFI 2,wpa2,"2016-05-05, 06:00:00 PM"
7A:A3:E4:E4:2F:9A,iPhone,wpa2,"2015-07-26, 08:00:00 AM"
74:EA:3A:C7:1B:08,DEC_WIFI_01,wep,"2016-05-05, 06:00:00 PM"
CC:1A:FA:97:01:E4,None,wpa,"2015-07-26, 08:00:00 AM"
98:FC:11:AC:22:61,FCM Internal,wpa2,"2015-07-26, 08:00:00 AM"
CC:A2:23:C2:9F:71,HUAWEI-E5330-9F71,wpa2,"2015-07-26, 08:00:00 AM"
5C:F2:86:21:B3:6F,SmartBro_21B36F,wep,"2016-05-05, 06:00:00 PM"
5C:F2:86:23:39:80,Smarties,wpa2,"2017-06-09, 01:00:00 PM"
A0:F3:C1:78:80:F6,Dimsum Tenders,wpa2,"2015-07-26, 08:00:00 AM"
6C:19:8F:0C:FD:18,aics_acctg,wpa2,"2016-05-05, 06:00:00 PM"
9E:A9:E4:D8:D4:91,wifi_ko_to,wpa2,"2016-05-05, 06:00:00 PM"
80:1F:02:E3:DC:00,edimax,wpa2,"2015-07-26, 08:00:00 AM"
70:F9:27:30:BD:A0,elegancebldrsctr,wpa2,"2013-05-06, 03:00:00 PM"
70:72:3C:D5:D2:AF,BiancasTattoo,wpa,"2013-04-17, 03:00:00 AM"
70:72:3C:E1:1D:FA,MobileWiFi-1dfa jesy,wep,"2014-06-11, 12:00:00 PM"
C8:D7:19:86:AC:8B,Cisco05327,wpa2,"2016-05-05, 06:00:00 PM"
D0:5B:A8:8F:68:A1,Smart Bro_CMFCI,wpa2,"2017-06-09, 01:00:00 PM"
9C:AD:97:04:0E:3F,HP-Print-3F-LaserJet 1102,unknown,"2017-03-26, 03:00:00 PM"
6C:72:20:F8:8C:C6,Chowking-Luzon-Ave.,wpa2,"2016-05-05, 06:00:00 PM"
D0:7A:B5:5F:8D:0E,nerissa,wpa2,"2015-07-26, 08:00:00 AM"
D0:7A:B5:CA:3F:95,HUAWEI-E5220-3f95,wpa2,"2016-05-05, 06:00:00 PM"
6C:19:8F:05:B9:6C,dlink_Lab3,wpa2,"2016-05-05, 06:00:00 PM"
A4:7E:39:AE:4F:C0,nelbha,wpa2,"2015-07-26, 08:00:00 AM"
A4:7E:39:AE:62:E0,Randolph Tailoring,wpa2,"2015-07-26, 08:00:00 AM"
A2:EA:96:29:46:29,Serbie,wpa2,"2015-07-26, 08:00:00 AM"
84:18:3A:4F:F2:8D,VIPinoy,wpa,"2017-06-09, 01:00:00 PM"
9A:6C:F5:45:02:E8,LorenzanaPocketWiFi,wpa2,"2016-02-27, 03:00:00 PM"
98:FC:11:96:13:D9,EIGenTech Corporation,wpa2,"2013-04-25, 05:00:00 AM"
84:18:3A:CF:F2:8C,NTDCCPOS,wpa2,"2017-06-09, 01:00:00 PM"
84:18:3A:8F:F2:8D,Family Lounge,wpa,"2017-06-09, 01:00:00 PM"
80:71:7A:68:7F:7C,HUAWEI-E5330-7F7C,wpa2,"2015-08-01, 05:00:00 AM"
70:72:3C:DF:37:63,Noj Wifi,wep,"2013-05-07, 12:00:00 PM"
70:72:3C:E1:19:DF,Virus Detected,wpa,"2013-12-20, 11:00:00 AM"
74:A5:28:A8:40:C3,B315_840C3,wpa2,"2016-05-05, 06:00:00 PM"
C8:D7:19:17:6B:1E,Webdev,wpa2,"2016-05-05, 06:00:00 PM"
74:91:1A:60:78:B3,island-2078B0,wpa2,"2016-12-06, 03:00:00 PM"
78:00:9E:2C:D4:E8,menganese,wpa2,"2017-06-09, 01:00:00 PM"
C8:B3:73:36:4B:6B,Coffeebean,wpa2,"2017-06-09, 01:00:00 PM"
90:61:0C:11:4B:A1,PLDTMyDSL,wpa2,"2016-05-05, 06:00:00 PM"
90:61:0C:12:CC:99,PLDTMyDSL,wpa2,"2015-07-26, 08:00:00 AM"
90:61:0C:0D:70:E9,PLDTMyDSLeZe,wpa2,"2013-05-07, 12:00:00 PM"
90:61:0C:0D:BE:74,lavares,wpa2,"2013-05-06, 03:00:00 PM"
90:61:0C:0E:B3:76,PLDTMyDSL,wpa2,"2015-07-26, 08:00:00 AM"
8C:34:FD:C7:5B:F3,HUAWEI-E5330-5BF3,wpa2,"2016-05-05, 06:00:00 PM"
90:61:0C:1F:63:65,PLDTHOMEDSL,wpa2,"2016-05-05, 06:00:00 PM"
84:82:F4:00:3A:2B,Exclusive,unknown,"2015-07-26, 08:00:00 AM"
84:74:2A:C4:07:C4,AndroidAp,none,"2013-05-07, 12:00:00 PM"
9E:A9:E4:D4:06:2E,GETYOUROWNWIFI,wpa2,"2016-05-05, 06:00:00 PM"
9E:A9:E4:D8:BD:47,WiFi.JMU_Steel,wpa2,"2015-07-26, 08:00:00 AM"
9C:D6:43:D0:26:2C,jun,wep,"2016-05-05, 06:00:00 PM"
E4:77:23:A5:51:08,delia,wpa2,"2015-07-26, 08:00:00 AM"
E4:77:23:A5:9D:FC,ajienomoto,wpa2,"2015-07-26, 08:00:00 AM"
80:1F:02:59:91:42,Edimax,wep,"2013-05-07, 12:00:00 PM"
AC:A3:1E:9F:38:F2,None,wpa2,"2016-05-05, 06:00:00 PM"
90:C1:15:16:82:DF,AndroidAP,wpa2,"2016-02-27, 03:00:00 PM"
AE:38:70:9B:A9:45,Lenovo A536,wpa2,"2015-08-01, 05:00:00 AM"
94:44:52:E4:B2:F4,belkin.34f4,wpa2,"2013-04-17, 03:00:00 AM"
84:18:3A:0F:F2:89,STARCINEMA,wpa2,"2017-06-09, 01:00:00 PM"
84:18:3A:4F:F2:89,VIPinoy,wpa,"2017-06-09, 01:00:00 PM"
92:EF:68:B4:9A:10,PLDTMyDSLBizGPTT,wpa2,"2016-05-05, 06:00:00 PM"
D2:5B:A8:97:54:91,JK,wpa2,"2016-02-27, 03:00:00 PM"
D2:5B:A8:5E:82:CD,Love,wpa2,"2016-02-27, 03:00:00 PM"
A2:EC:80:F7:EF:2D,Sun Wi-Fi_F7EF2D,wpa2,"2016-05-05, 06:00:00 PM"
AA:A6:68:58:E0:7F,MIGUILITO,wpa2,"2015-07-26, 08:00:00 AM"
AA:A6:68:33:82:FD,#mybhebhe23,wpa2,"2016-05-05, 06:00:00 PM"
00:02:A8:B0:4D:96,U+zone,wpa2,"2013-05-07, 12:00:00 PM"
9C:A9:E4:93:4F:5A,FOUR-S GLASS,wpa2,"2016-05-05, 06:00:00 PM"
78:54:2E:F1:F2:D2,dlink,wpa2,"2015-07-26, 08:00:00 AM"
00:04:ED:B7:B0:93,Prolink-H6300G,none,"2013-05-07, 12:00:00 PM"
90:5F:2E:3E:C5:AA,archivo1984,wpa2,"2013-08-10, 08:00:00 AM"
AA:A6:68:74:C6:0D,Smart Bro_74C60D,wpa2,"2015-07-26, 08:00:00 AM"
AA:A6:68:74:CC:BC,mca,wpa2,"2016-05-05, 06:00:00 PM"
90:61:0C:0E:76:A6,PLDTMyDSLR,wpa,"2016-03-16, 06:00:00 AM"
A4:7E:39:AE:64:CC,JJ8 auto supply,wpa2,"2015-07-26, 08:00:00 AM"
90:61:0C:10:93:2A,PLDTMyDSL,wpa2,"2016-05-05, 06:00:00 PM"
90:61:0C:10:EE:78,PLDTMyDSL,wpa2,"2015-07-26, 08:00:00 AM"
90:61:0C:19:49:C3,PLDTHOMEDSL,wpa2,"2015-07-26, 08:00:00 AM"
AA:A6:68:C0:75:AC,Smart Bro_C075AC,wpa2,"2016-05-05, 06:00:00 PM"
BE:20:7B:1C:45:C7,Nads iphone,wpa2,"2015-07-26, 08:00:00 AM"
84:D4:7E:22:5F:99,None,unknown,"2017-06-09, 01:00:00 PM"
C8:6C:87:9A:54:65,PLDTMyDSL,wep,"2013-05-07, 12:00:00 PM"
98:52:B1:B8:7B:BE,gimares,wpa2,"2013-04-17, 03:00:00 AM"
C4:71:FE:DC:E4:E0,wi-tribe-shops,wep,"2015-07-26, 08:00:00 AM"
C4:71:FE:DC:E4:E5,wi-tribe,wep,"2015-07-26, 08:00:00 AM"
C8:3A:35:F2:15:E8,wevo,wpa2,"2013-04-25, 05:00:00 AM"
9C:C1:72:BF:DD:56,SMART-BRO-DD56,wpa2,"2015-07-26, 08:00:00 AM"
98:0C:82:25:8B:FC,faith1823francis,wpa2,"2013-04-17, 03:00:00 AM"
A0:8D:16:B8:5A:39,HUAWEI-E5330-5A39,wpa2,"2016-05-05, 06:00:00 PM"
C4:01:7C:98:60:69,Family Lounge,wpa,"2017-06-09, 01:00:00 PM"
C2:C1:C0:A1:33:30,ECSCI Internet Portal HO,wpa2,"2015-07-26, 08:00:00 AM"
C8:6C:87:73:3F:C9,PLDT WiFi Zone,none,"2016-05-05, 06:00:00 PM"
C0:C1:C0:2B:E2:11,FLMP Network,wpa2,"2016-05-05, 06:00:00 PM"
CC:5D:4E:F0:17:84,PLDTMyDSLMDS-Router,wpa2,"2015-07-26, 08:00:00 AM"
CC:5D:4E:F1:B7:28,PLDTMyDSL,wpa,"2016-05-05, 06:00:00 PM"
00:01:36:5B:3E:DC,myLGNet3EDE,wep,"2013-04-25, 05:00:00 AM"
C0:3F:D5:C4:20:9A,BQIV-Q2xvdWRQYWRfRVBJQ182OTU,unknown,"2016-05-05, 06:00:00 PM"
D0:7A:B5:84:E8:F0,HUAWEI-E5220-e8f0,wpa2,"2015-07-26, 08:00:00 AM"
D2:5B:A8:9B:8F:48,FRANCIS,wpa2,"2016-05-05, 06:00:00 PM"
9C:C1:72:FA:CE:F5,A.D,wpa2,"2017-06-09, 01:00:00 PM"
D4:40:F0:15:AC:FB,HUAWEI-E5330-ACFB,wpa2,"2016-05-05, 06:00:00 PM"
D4:40:F0:D7:3F:D6,HUAWEI-E5330-3FD6,wpa2,"2016-05-05, 06:00:00 PM"
AA:A6:68:B4:DF:13,abetluz,wpa2,"2016-03-16, 06:00:00 AM"
9E:A9:E4:D7:34:A4,VIRUS,wpa2,"2015-09-20, 08:00:00 AM"
9E:A9:E4:E3:AC:06,FREE WIFI,wpa2,"2015-07-26, 08:00:00 AM"
AA:1A:CE:45:DF:B0,Free Public WiFi,none,"2013-04-25, 05:00:00 AM"
DC:EE:06:C0:16:2C,ARENZ ORIGINWEARS,wpa2,"2017-06-09, 01:00:00 PM"
D0:7A:B5:84:F7:29,HUAWEI-E5220-f729,wpa2,"2015-07-26, 08:00:00 AM"
C4:6E:1F:3D:9A:95,Janice Commonwealth,wpa2,"2016-05-05, 06:00:00 PM"
A0:F3:C1:B9:EA:E4,McdoFreeWifi,wpa2,"2015-07-26, 08:00:00 AM"
9C:A9:E4:73:FD:15,lte,wpa2,"2017-10-03, 06:00:00 AM"
9C:A9:E4:9A:EF:FF,CON,wpa2,"2016-05-05, 06:00:00 PM"
9C:A9:E4:93:61:81,KP,wpa2,"2015-07-26, 08:00:00 AM"
E0:8E:3C:1A:37:67,bayanDSLWIFI_3767,wpa2,"2016-05-05, 06:00:00 PM"
9E:A9:E4:D0:B6:33,Smart Bro_D0B633,wpa2,"2015-07-26, 08:00:00 AM"
9E:A9:E4:E3:6B:7E,Smart Bro_E36B7E,wep,"2015-07-26, 08:00:00 AM"
C0:C1:C0:CD:86:1F,HNQC052014,wpa2,"2015-07-26, 08:00:00 AM"
AC:A3:1E:9F:38:F4,None,wpa2,"2016-05-05, 06:00:00 PM"
AC:A3:1E:9F:38:F4,None,wpa2,"2016-05-05, 06:00:00 PM"
AC:81:12:C1:8C:C6,QDV,wpa,"2013-05-07, 12:00:00 PM"
C4:01:7C:95:4B:E9,Family Lounge,wpa,"2017-06-09, 01:00:00 PM"
AC:A3:1E:9F:38:F0,None,wpa2,"2016-05-05, 06:00:00 PM"
AC:A3:1E:9F:38:F3,None,wpa2,"2016-05-05, 06:00:00 PM"
C4:01:7C:14:88:58,Shopwise,unknown,"2016-05-05, 06:00:00 PM"
C4:01:7C:15:8B:38,Shopwise,none,"2016-05-05, 06:00:00 PM"
C4:01:7C:15:90:F8,Shopwise,unknown,"2016-05-05, 06:00:00 PM"
AC:E2:15:F5:CD:6D,HUAWEI-E5330-CD6D,wpa2,"2016-05-05, 06:00:00 PM"
CC:1A:FA:97:03:D0,bayanDSL,wpa,"2015-07-26, 08:00:00 AM"
B0:B2:DC:46:C8:FC,PLDTMyDSLTSpot,wpa2,"2013-04-25, 05:00:00 AM"
AA:A6:68:7A:4F:64,062709,wpa2,"2016-05-05, 06:00:00 PM"
AA:A6:68:58:CF:10,Dondon,wpa2,"2017-03-15, 05:00:00 PM"
A4:7E:39:AE:74:90,ASongOfIceAndFire,wpa2,"2016-05-05, 06:00:00 PM"
C8:3A:35:52:58:C0,Galache_Apex_Paragon_Mall_Wifi,wpa,"2013-05-07, 12:00:00 PM"
C8:60:00:E5:0E:B0,MQCST,wpa,"2013-04-25, 05:00:00 AM"
B0:B2:DC:45:C4:60,PLDTMyDSLARISTOCRAT,wpa2,"2013-04-17, 03:00:00 AM"
AC:CF:85:B9:EC:55,Shangkuan_Wifi,wpa2,"2017-06-09, 01:00:00 PM"
B0:E0:3C:FF:C1:9B,WIFI,wpa2,"2016-05-05, 06:00:00 PM"
CC:5D:4E:F1:E1:28,PLDTMyDSLW3,wpa2,"2013-05-06, 03:00:00 PM"
E4:77:23:A0:51:E8,hinode ace enterprises,wpa2,"2015-07-26, 08:00:00 AM"
CC:A2:23:59:53:E0,Baby-on-board,wpa2,"2016-05-05, 06:00:00 PM"
CC:7B:35:CF:7D:BC,bayanDSLWiFi_7DBC,wpa2,"2015-07-26, 08:00:00 AM"
AC:86:74:1E:55:B2,>>> WiFian <<<,unknown,"2016-05-05, 06:00:00 PM"
AC:86:74:1E:55:B4,WiFian LOAD Available NOW,wpa2,"2016-05-05, 06:00:00 PM"
B8:55:10:02:DA:A7,ACLC Commonwealth Admin,wpa2,"2016-05-05, 06:00:00 PM"
C4:71:FE:DC:E4:E4,wi-tribe_TCB,wpa2,"2015-07-26, 08:00:00 AM"
C8:D7:19:FB:6C:FB,Chowking-Luzon-Ave.,wpa2,"2016-05-05, 06:00:00 PM"
0C:BD:51:2D:2A:33,jackie.taruc,wpa2,"2015-07-26, 08:00:00 AM"
B0:B2:DC:26:CC:20,PLDTMyDSLwpc,wpa,"2013-04-17, 03:00:00 AM"
D0:04:92:01:44:60,PLDTHOMEFIBR_business,wpa2,"2016-05-05, 06:00:00 PM"
D0:04:92:02:48:18,PLDTHOMEFIBR_virus,wpa2,"2016-05-05, 06:00:00 PM"
B4:5D:50:38:57:F5,None,unknown,"2017-06-09, 01:00:00 PM"
B4:5D:50:38:57:F6,YTFanfest,wpa2,"2017-06-09, 01:00:00 PM"
B4:5D:50:38:6E:83,None,unknown,"2017-06-09, 01:00:00 PM"
B4:5D:50:38:6E:86,None,unknown,"2017-06-09, 01:00:00 PM"
BC:F6:85:BF:32:F2,QuickDown,wpa2,"2016-05-05, 06:00:00 PM"
BC:F6:85:BF:36:D0,VDCI,wpa2,"2013-12-01, 02:00:00 AM"
